record_id,kode_wilayah,nama_wilayah,tingkat_wilayah,tahun,topik,kode_indikator,nama_indikator,nilai,satuan,jenis_disagregasi_1,kategori_disagregasi_1,jenis_disagregasi_2,kategori_disagregasi_2,versi_wilayah,dataset_asal
ID-0002595,62,Kalimantan Tengah,provinsi,2023,Komponen pembangunan TIK,household_computer_norm,"Rumah tangga dengan komputer, ternormalisasi",1.91,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002596,62,Kalimantan Tengah,provinsi,2023,Komponen pembangunan TIK,household_internet_norm,"Rumah tangga dengan internet, ternormalisasi",8.83,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002597,62,Kalimantan Tengah,provinsi,2023,Komponen pembangunan TIK,individual_internet_norm,"Individu pengguna internet, ternormalisasi",7.13,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002598,62,Kalimantan Tengah,provinsi,2023,Komponen pembangunan TIK,international_bandwidth_norm,"Bandwidth internet internasional per pengguna, ternormalisasi",7.95,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002599,62,Kalimantan Tengah,provinsi,2023,Komponen pembangunan TIK,mean_years_school_norm,"Rata-rata lama sekolah, ternormalisasi",6.05,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002600,62,Kalimantan Tengah,provinsi,2023,Komponen pembangunan TIK,mobile_broadband_norm,"Broadband seluler per 100 penduduk, ternormalisasi",10,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002601,62,Kalimantan Tengah,provinsi,2023,Komponen pembangunan TIK,mobile_cellular_norm,"Telepon seluler per 100 penduduk, ternormalisasi",10,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002602,62,Kalimantan Tengah,provinsi,2023,Komponen pembangunan TIK,secondary_enrolment_norm,"Partisipasi pendidikan sekunder, ternormalisasi",8.69,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002603,62,Kalimantan Tengah,provinsi,2023,Komponen pembangunan TIK,tertiary_enrolment_norm,"Partisipasi pendidikan tinggi, ternormalisasi",2.66,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002604,62,Kalimantan Tengah,provinsi,2023,Pembangunan TIK,access_infrastructure_subindex,Subindeks akses dan infrastruktur TIK,5.91,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0002605,62,Kalimantan Tengah,provinsi,2023,Pembangunan TIK,ict_development_index,Indeks Pembangunan TIK,5.92,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0002606,62,Kalimantan Tengah,provinsi,2023,Pembangunan TIK,skills_proxy_subindex,Subindeks proksi keahlian TIK,5.8,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0002607,62,Kalimantan Tengah,provinsi,2023,Pembangunan TIK,use_subindex,Subindeks penggunaan TIK,5.99,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0002608,62,Kalimantan Tengah,provinsi,2024,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,68.19,% penduduk dalam kelompok,area,rural,,,id_38_2024,bps_internet_access_history_province_2017_2024
ID-0002609,62,Kalimantan Tengah,provinsi,2024,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,75.23,% penduduk dalam kelompok,area,total,,,id_38_2024,bps_internet_access_history_province_2017_2024
ID-0002610,62,Kalimantan Tengah,provinsi,2024,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,84.29,% penduduk dalam kelompok,area,urban,,,id_38_2024,bps_internet_access_history_province_2017_2024
ID-0002611,62,Kalimantan Tengah,provinsi,2024,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,88.79,% rumah tangga dalam klasifikasi daerah,area,rural,,,id_38_2024,bps_household_internet
ID-0002612,62,Kalimantan Tengah,provinsi,2024,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,92.13,% rumah tangga dalam klasifikasi daerah,area,total,,,id_38_2024,bps_household_internet
ID-0002613,62,Kalimantan Tengah,provinsi,2024,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,96.46,% rumah tangga dalam klasifikasi daerah,area,urban,,,id_38_2024,bps_household_internet
ID-0002614,62,Kalimantan Tengah,provinsi,2024,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,72.16,% penduduk dalam kelompok,sex,female,,,id_38_2024,bps_internet_gender_history_province_2018_2024
ID-0002615,62,Kalimantan Tengah,provinsi,2024,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,78.12,% penduduk dalam kelompok,sex,male,,,id_38_2024,bps_internet_gender_history_province_2018_2024
ID-0002616,62,Kalimantan Tengah,provinsi,2024,Komponen pembangunan TIK,fixed_broadband_norm,"Broadband tetap per 100 penduduk, ternormalisasi",1.04,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002617,62,Kalimantan Tengah,provinsi,2024,Komponen pembangunan TIK,fixed_telephone_norm,"Telepon tetap per 100 penduduk, ternormalisasi",0.1,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002618,62,Kalimantan Tengah,provinsi,2024,Komponen pembangunan TIK,household_computer_norm,"Rumah tangga dengan komputer, ternormalisasi",1.94,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002619,62,Kalimantan Tengah,provinsi,2024,Komponen pembangunan TIK,household_internet_norm,"Rumah tangga dengan internet, ternormalisasi",9.21,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002620,62,Kalimantan Tengah,provinsi,2024,Komponen pembangunan TIK,individual_internet_norm,"Individu pengguna internet, ternormalisasi",7.52,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002621,62,Kalimantan Tengah,provinsi,2024,Komponen pembangunan TIK,international_bandwidth_norm,"Bandwidth internet internasional per pengguna, ternormalisasi",8.39,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002622,62,Kalimantan Tengah,provinsi,2024,Komponen pembangunan TIK,mean_years_school_norm,"Rata-rata lama sekolah, ternormalisasi",6.12,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002623,62,Kalimantan Tengah,provinsi,2024,Komponen pembangunan TIK,mobile_broadband_norm,"Broadband seluler per 100 penduduk, ternormalisasi",10,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002624,62,Kalimantan Tengah,provinsi,2024,Komponen pembangunan TIK,mobile_cellular_norm,"Telepon seluler per 100 penduduk, ternormalisasi",10,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002625,62,Kalimantan Tengah,provinsi,2024,Komponen pembangunan TIK,secondary_enrolment_norm,"Partisipasi pendidikan sekunder, ternormalisasi",8.72,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002626,62,Kalimantan Tengah,provinsi,2024,Komponen pembangunan TIK,tertiary_enrolment_norm,"Partisipasi pendidikan tinggi, ternormalisasi",2.73,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0002627,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,12.39,% pengguna internet,area,rural,category,buy_goods_services,id_38_2024,bps_internet_purpose
ID-0002628,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,3.95,% pengguna internet,area,rural,category,digital_content_creation,id_38_2024,bps_internet_purpose
ID-0002629,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,5.45,% pengguna internet,area,rural,category,email,id_38_2024,bps_internet_purpose
ID-0002630,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,85.95,% pengguna internet,area,rural,category,entertainment,id_38_2024,bps_internet_purpose
ID-0002631,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,5.65,% pengguna internet,area,rural,category,financial_services,id_38_2024,bps_internet_purpose
ID-0002632,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,15.82,% pengguna internet,area,rural,category,goods_services_information,id_38_2024,bps_internet_purpose
ID-0002633,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,75.41,% pengguna internet,area,rural,category,news_information,id_38_2024,bps_internet_purpose
ID-0002634,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,7.06,% pengguna internet,area,rural,category,online_learning,id_38_2024,bps_internet_purpose
ID-0002635,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,7.06,% pengguna internet,area,rural,category,other,id_38_2024,bps_internet_purpose
ID-0002636,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,3.27,% pengguna internet,area,rural,category,sell_goods_services,id_38_2024,bps_internet_purpose
ID-0002637,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,72.65,% pengguna internet,area,rural,category,social_media,id_38_2024,bps_internet_purpose
ID-0002638,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,0.61,% pengguna internet,area,rural,category,work_from_home,id_38_2024,bps_internet_purpose
ID-0002639,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,17.57,% pengguna internet,area,total,category,buy_goods_services,id_38_2024,bps_internet_purpose
ID-0002640,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,4.49,% pengguna internet,area,total,category,digital_content_creation,id_38_2024,bps_internet_purpose
ID-0002641,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,10.47,% pengguna internet,area,total,category,email,id_38_2024,bps_internet_purpose
ID-0002642,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,87.56,% pengguna internet,area,total,category,entertainment,id_38_2024,bps_internet_purpose
ID-0002643,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,10.23,% pengguna internet,area,total,category,financial_services,id_38_2024,bps_internet_purpose
ID-0002644,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,23.05,% pengguna internet,area,total,category,goods_services_information,id_38_2024,bps_internet_purpose
ID-0002645,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,78.36,% pengguna internet,area,total,category,news_information,id_38_2024,bps_internet_purpose
ID-0002646,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,7.88,% pengguna internet,area,total,category,online_learning,id_38_2024,bps_internet_purpose
ID-0002647,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,6.39,% pengguna internet,area,total,category,other,id_38_2024,bps_internet_purpose
ID-0002648,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,4.65,% pengguna internet,area,total,category,sell_goods_services,id_38_2024,bps_internet_purpose
ID-0002649,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,76.06,% pengguna internet,area,total,category,social_media,id_38_2024,bps_internet_purpose
ID-0002650,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,1.33,% pengguna internet,area,total,category,work_from_home,id_38_2024,bps_internet_purpose
ID-0002651,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,22.96,% pengguna internet,area,urban,category,buy_goods_services,id_38_2024,bps_internet_purpose
ID-0002652,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,5.04,% pengguna internet,area,urban,category,digital_content_creation,id_38_2024,bps_internet_purpose
ID-0002653,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,15.71,% pengguna internet,area,urban,category,email,id_38_2024,bps_internet_purpose
ID-0002654,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,89.24,% pengguna internet,area,urban,category,entertainment,id_38_2024,bps_internet_purpose
ID-0002655,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,15,% pengguna internet,area,urban,category,financial_services,id_38_2024,bps_internet_purpose
ID-0002656,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,30.59,% pengguna internet,area,urban,category,goods_services_information,id_38_2024,bps_internet_purpose
ID-0002657,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,81.43,% pengguna internet,area,urban,category,news_information,id_38_2024,bps_internet_purpose
ID-0002658,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,8.74,% pengguna internet,area,urban,category,online_learning,id_38_2024,bps_internet_purpose
ID-0002659,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,5.7,% pengguna internet,area,urban,category,other,id_38_2024,bps_internet_purpose
ID-0002660,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,6.08,% pengguna internet,area,urban,category,sell_goods_services,id_38_2024,bps_internet_purpose
ID-0002661,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,79.6,% pengguna internet,area,urban,category,social_media,id_38_2024,bps_internet_purpose
ID-0002662,62,Kalimantan Tengah,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,2.09,% pengguna internet,area,urban,category,work_from_home,id_38_2024,bps_internet_purpose
ID-0002663,62,Kalimantan Tengah,provinsi,2024,Pembangunan TIK,access_infrastructure_subindex,Subindeks akses dan infrastruktur TIK,5.93,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0002664,62,Kalimantan Tengah,provinsi,2024,Pembangunan TIK,ict_development_index,Indeks Pembangunan TIK,6.02,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0002665,62,Kalimantan Tengah,provinsi,2024,Pembangunan TIK,skills_proxy_subindex,Subindeks proksi keahlian TIK,5.86,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0002666,62,Kalimantan Tengah,provinsi,2024,Pembangunan TIK,use_subindex,Subindeks penggunaan TIK,6.19,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0002667,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,0.59,% pengguna internet,area,rural,category,desktop,id_38_2024,bps_access_device
ID-0002668,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,4.45,% pengguna internet,area,rural,category,laptop_tablet,id_38_2024,bps_access_device
ID-0002669,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,99.45,% pengguna internet,area,rural,category,mobile,id_38_2024,bps_access_device
ID-0002670,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,0.2,% pengguna internet,area,rural,category,other,id_38_2024,bps_access_device
ID-0002671,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,1.78,% pengguna internet,area,total,category,desktop,id_38_2024,bps_access_device
ID-0002672,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,8.82,% pengguna internet,area,total,category,laptop_tablet,id_38_2024,bps_access_device
ID-0002673,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,99.4,% pengguna internet,area,total,category,mobile,id_38_2024,bps_access_device
ID-0002674,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,0.17,% pengguna internet,area,total,category,other,id_38_2024,bps_access_device
ID-0002675,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,3.02,% pengguna internet,area,urban,category,desktop,id_38_2024,bps_access_device
ID-0002676,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,13.38,% pengguna internet,area,urban,category,laptop_tablet,id_38_2024,bps_access_device
ID-0002677,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,99.35,% pengguna internet,area,urban,category,mobile,id_38_2024,bps_access_device
ID-0002678,62,Kalimantan Tengah,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,0.13,% pengguna internet,area,urban,category,other,id_38_2024,bps_access_device
ID-0002679,63,Kalimantan Selatan,provinsi,2017,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,21.02,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002680,63,Kalimantan Selatan,provinsi,2017,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,31.37,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002681,63,Kalimantan Selatan,provinsi,2017,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,44.42,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002682,63,Kalimantan Selatan,provinsi,2018,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,29.92,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002683,63,Kalimantan Selatan,provinsi,2018,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,40.89,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002684,63,Kalimantan Selatan,provinsi,2018,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,53.46,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002685,63,Kalimantan Selatan,provinsi,2018,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,37.69,% penduduk dalam kelompok,sex,female,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0002686,63,Kalimantan Selatan,provinsi,2018,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,43.99,% penduduk dalam kelompok,sex,male,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0002687,63,Kalimantan Selatan,provinsi,2019,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,39.04,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002688,63,Kalimantan Selatan,provinsi,2019,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,50.37,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002689,63,Kalimantan Selatan,provinsi,2019,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,63.01,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002690,63,Kalimantan Selatan,provinsi,2019,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,47.11,% penduduk dalam kelompok,sex,female,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0002691,63,Kalimantan Selatan,provinsi,2019,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,53.55,% penduduk dalam kelompok,sex,male,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0002692,63,Kalimantan Selatan,provinsi,2020,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,44.41,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002693,63,Kalimantan Selatan,provinsi,2020,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,55.2,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002694,63,Kalimantan Selatan,provinsi,2020,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,67.19,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002695,63,Kalimantan Selatan,provinsi,2020,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,51.63,% penduduk dalam kelompok,sex,female,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0002696,63,Kalimantan Selatan,provinsi,2020,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,58.68,% penduduk dalam kelompok,sex,male,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0002697,63,Kalimantan Selatan,provinsi,2021,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,56.47,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002698,63,Kalimantan Selatan,provinsi,2021,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,66.01,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002699,63,Kalimantan Selatan,provinsi,2021,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,76.2,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002700,63,Kalimantan Selatan,provinsi,2021,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,77.53,% rumah tangga dalam klasifikasi daerah,area,rural,,,id_34_pre_split,bps_household_internet
ID-0002701,63,Kalimantan Selatan,provinsi,2021,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,83.11,% rumah tangga dalam klasifikasi daerah,area,total,,,id_34_pre_split,bps_household_internet
ID-0002702,63,Kalimantan Selatan,provinsi,2021,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,89.21,% rumah tangga dalam klasifikasi daerah,area,urban,,,id_34_pre_split,bps_household_internet
ID-0002703,63,Kalimantan Selatan,provinsi,2021,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,62.45,% penduduk dalam kelompok,sex,female,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0002704,63,Kalimantan Selatan,provinsi,2021,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,69.51,% penduduk dalam kelompok,sex,male,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0002705,63,Kalimantan Selatan,provinsi,2021,Literasi digital,digital_literacy_index,Indeks Literasi Digital Kominfo,3.49,poin 1–5,,,,,id_34_pre_split,kominfo_digital_literacy_province_2021
ID-0002706,63,Kalimantan Selatan,provinsi,2022,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,63.32,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002707,63,Kalimantan Selatan,provinsi,2022,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,70.26,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002708,63,Kalimantan Selatan,provinsi,2022,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,77.36,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002709,63,Kalimantan Selatan,provinsi,2022,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,84.17,% rumah tangga dalam klasifikasi daerah,area,rural,,,id_34_pre_split,bps_household_internet
ID-0002710,63,Kalimantan Selatan,provinsi,2022,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,87.21,% rumah tangga dalam klasifikasi daerah,area,total,,,id_34_pre_split,bps_household_internet
ID-0002711,63,Kalimantan Selatan,provinsi,2022,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,90.35,% rumah tangga dalam klasifikasi daerah,area,urban,,,id_34_pre_split,bps_household_internet
ID-0002712,63,Kalimantan Selatan,provinsi,2022,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,66.69,% penduduk dalam kelompok,sex,female,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0002713,63,Kalimantan Selatan,provinsi,2022,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,73.77,% penduduk dalam kelompok,sex,male,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0002714,63,Kalimantan Selatan,provinsi,2023,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,65.56,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002715,63,Kalimantan Selatan,provinsi,2023,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,72.13,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002716,63,Kalimantan Selatan,provinsi,2023,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,78.81,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0002717,63,Kalimantan Selatan,provinsi,2023,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,85.15,% rumah tangga dalam klasifikasi daerah,area,rural,,,id_34_pre_split,bps_household_internet
ID-0002718,63,Kalimantan Selatan,provinsi,2023,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,88.45,% rumah tangga dalam klasifikasi daerah,area,total,,,id_34_pre_split,bps_household_internet
ID-0002719,63,Kalimantan Selatan,provinsi,2023,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,91.78,% rumah tangga dalam klasifikasi daerah,area,urban,,,id_34_pre_split,bps_household_internet
