record_id,kode_wilayah,nama_wilayah,tingkat_wilayah,tahun,topik,kode_indikator,nama_indikator,nilai,satuan,jenis_disagregasi_1,kategori_disagregasi_1,jenis_disagregasi_2,kategori_disagregasi_2,versi_wilayah,dataset_asal
ID-0000746,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,1.15,% pengguna internet,area,total,category,work_from_home,id_38_2024,bps_internet_purpose
ID-0000747,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,25.67,% pengguna internet,area,urban,category,buy_goods_services,id_38_2024,bps_internet_purpose
ID-0000748,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,17.31,% pengguna internet,area,urban,category,digital_content_creation,id_38_2024,bps_internet_purpose
ID-0000749,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,13.42,% pengguna internet,area,urban,category,email,id_38_2024,bps_internet_purpose
ID-0000750,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,88.82,% pengguna internet,area,urban,category,entertainment,id_38_2024,bps_internet_purpose
ID-0000751,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,11.16,% pengguna internet,area,urban,category,financial_services,id_38_2024,bps_internet_purpose
ID-0000752,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,31.95,% pengguna internet,area,urban,category,goods_services_information,id_38_2024,bps_internet_purpose
ID-0000753,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,78.42,% pengguna internet,area,urban,category,news_information,id_38_2024,bps_internet_purpose
ID-0000754,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,10.53,% pengguna internet,area,urban,category,online_learning,id_38_2024,bps_internet_purpose
ID-0000755,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,8.15,% pengguna internet,area,urban,category,other,id_38_2024,bps_internet_purpose
ID-0000756,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,5.29,% pengguna internet,area,urban,category,sell_goods_services,id_38_2024,bps_internet_purpose
ID-0000757,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,77.89,% pengguna internet,area,urban,category,social_media,id_38_2024,bps_internet_purpose
ID-0000758,16,Sumatera Selatan,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,1.74,% pengguna internet,area,urban,category,work_from_home,id_38_2024,bps_internet_purpose
ID-0000759,16,Sumatera Selatan,provinsi,2024,Pembangunan TIK,access_infrastructure_subindex,Subindeks akses dan infrastruktur TIK,6.13,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0000760,16,Sumatera Selatan,provinsi,2024,Pembangunan TIK,ict_development_index,Indeks Pembangunan TIK,5.97,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0000761,16,Sumatera Selatan,provinsi,2024,Pembangunan TIK,skills_proxy_subindex,Subindeks proksi keahlian TIK,5.7,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0000762,16,Sumatera Selatan,provinsi,2024,Pembangunan TIK,use_subindex,Subindeks penggunaan TIK,5.93,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0000763,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,0.61,% pengguna internet,area,rural,category,desktop,id_38_2024,bps_access_device
ID-0000764,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,4.09,% pengguna internet,area,rural,category,laptop_tablet,id_38_2024,bps_access_device
ID-0000765,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,99.29,% pengguna internet,area,rural,category,mobile,id_38_2024,bps_access_device
ID-0000766,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,0.36,% pengguna internet,area,rural,category,other,id_38_2024,bps_access_device
ID-0000767,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,1.43,% pengguna internet,area,total,category,desktop,id_38_2024,bps_access_device
ID-0000768,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,6.76,% pengguna internet,area,total,category,laptop_tablet,id_38_2024,bps_access_device
ID-0000769,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,99.2,% pengguna internet,area,total,category,mobile,id_38_2024,bps_access_device
ID-0000770,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,0.34,% pengguna internet,area,total,category,other,id_38_2024,bps_access_device
ID-0000771,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,2.5,% pengguna internet,area,urban,category,desktop,id_38_2024,bps_access_device
ID-0000772,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,10.24,% pengguna internet,area,urban,category,laptop_tablet,id_38_2024,bps_access_device
ID-0000773,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,99.08,% pengguna internet,area,urban,category,mobile,id_38_2024,bps_access_device
ID-0000774,16,Sumatera Selatan,provinsi,2024,Perangkat akses,percentage_users,Perangkat yang digunakan untuk mengakses internet,0.32,% pengguna internet,area,urban,category,other,id_38_2024,bps_access_device
ID-0000775,17,Bengkulu,provinsi,2017,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,16.79,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000776,17,Bengkulu,provinsi,2017,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,26.71,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000777,17,Bengkulu,provinsi,2017,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,47.66,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000778,17,Bengkulu,provinsi,2018,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,23.95,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000779,17,Bengkulu,provinsi,2018,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,32.66,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000780,17,Bengkulu,provinsi,2018,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,50.55,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000781,17,Bengkulu,provinsi,2018,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,31.66,% penduduk dalam kelompok,sex,female,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000782,17,Bengkulu,provinsi,2018,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,33.61,% penduduk dalam kelompok,sex,male,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000783,17,Bengkulu,provinsi,2019,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,30.57,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000784,17,Bengkulu,provinsi,2019,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,40.72,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000785,17,Bengkulu,provinsi,2019,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,61.2,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000786,17,Bengkulu,provinsi,2019,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,38.83,% penduduk dalam kelompok,sex,female,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000787,17,Bengkulu,provinsi,2019,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,42.54,% penduduk dalam kelompok,sex,male,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000788,17,Bengkulu,provinsi,2020,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,35.14,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000789,17,Bengkulu,provinsi,2020,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,45.32,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000790,17,Bengkulu,provinsi,2020,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,65.78,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000791,17,Bengkulu,provinsi,2020,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,43.5,% penduduk dalam kelompok,sex,female,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000792,17,Bengkulu,provinsi,2020,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,47.06,% penduduk dalam kelompok,sex,male,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000793,17,Bengkulu,provinsi,2021,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,45.9,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000794,17,Bengkulu,provinsi,2021,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,54.97,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000795,17,Bengkulu,provinsi,2021,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,73.24,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000796,17,Bengkulu,provinsi,2021,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,71.81,% rumah tangga dalam klasifikasi daerah,area,rural,,,id_34_pre_split,bps_household_internet
ID-0000797,17,Bengkulu,provinsi,2021,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,78.03,% rumah tangga dalam klasifikasi daerah,area,total,,,id_34_pre_split,bps_household_internet
ID-0000798,17,Bengkulu,provinsi,2021,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,90.81,% rumah tangga dalam klasifikasi daerah,area,urban,,,id_34_pre_split,bps_household_internet
ID-0000799,17,Bengkulu,provinsi,2021,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,53.3,% penduduk dalam kelompok,sex,female,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000800,17,Bengkulu,provinsi,2021,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,56.56,% penduduk dalam kelompok,sex,male,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000801,17,Bengkulu,provinsi,2021,Literasi digital,digital_literacy_index,Indeks Literasi Digital Kominfo,3.5,poin 1–5,,,,,id_34_pre_split,kominfo_digital_literacy_province_2021
ID-0000802,17,Bengkulu,provinsi,2022,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,56.55,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000803,17,Bengkulu,provinsi,2022,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,63.14,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000804,17,Bengkulu,provinsi,2022,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,76.77,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000805,17,Bengkulu,provinsi,2022,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,83.15,% rumah tangga dalam klasifikasi daerah,area,rural,,,id_34_pre_split,bps_household_internet
ID-0000806,17,Bengkulu,provinsi,2022,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,86.43,% rumah tangga dalam klasifikasi daerah,area,total,,,id_34_pre_split,bps_household_internet
ID-0000807,17,Bengkulu,provinsi,2022,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,93.23,% rumah tangga dalam klasifikasi daerah,area,urban,,,id_34_pre_split,bps_household_internet
ID-0000808,17,Bengkulu,provinsi,2022,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,60.24,% penduduk dalam kelompok,sex,female,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000809,17,Bengkulu,provinsi,2022,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,65.92,% penduduk dalam kelompok,sex,male,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000810,17,Bengkulu,provinsi,2023,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,59.34,% penduduk dalam kelompok,area,rural,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000811,17,Bengkulu,provinsi,2023,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,66.25,% penduduk dalam kelompok,area,total,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000812,17,Bengkulu,provinsi,2023,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,79.94,% penduduk dalam kelompok,area,urban,,,id_34_pre_split,bps_internet_access_history_province_2017_2024
ID-0000813,17,Bengkulu,provinsi,2023,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,86.13,% rumah tangga dalam klasifikasi daerah,area,rural,,,id_34_pre_split,bps_household_internet
ID-0000814,17,Bengkulu,provinsi,2023,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,88.82,% rumah tangga dalam klasifikasi daerah,area,total,,,id_34_pre_split,bps_household_internet
ID-0000815,17,Bengkulu,provinsi,2023,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,93.99,% rumah tangga dalam klasifikasi daerah,area,urban,,,id_34_pre_split,bps_household_internet
ID-0000816,17,Bengkulu,provinsi,2023,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,63.47,% penduduk dalam kelompok,sex,female,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000817,17,Bengkulu,provinsi,2023,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,68.94,% penduduk dalam kelompok,sex,male,,,id_34_pre_split,bps_internet_gender_history_province_2018_2024
ID-0000818,17,Bengkulu,provinsi,2023,Komponen pembangunan TIK,fixed_broadband_norm,"Broadband tetap per 100 penduduk, ternormalisasi",0.59,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000819,17,Bengkulu,provinsi,2023,Komponen pembangunan TIK,fixed_telephone_norm,"Telepon tetap per 100 penduduk, ternormalisasi",1.96,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000820,17,Bengkulu,provinsi,2023,Komponen pembangunan TIK,household_computer_norm,"Rumah tangga dengan komputer, ternormalisasi",1.78,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000821,17,Bengkulu,provinsi,2023,Komponen pembangunan TIK,household_internet_norm,"Rumah tangga dengan internet, ternormalisasi",8.88,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000822,17,Bengkulu,provinsi,2023,Komponen pembangunan TIK,individual_internet_norm,"Individu pengguna internet, ternormalisasi",6.63,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000823,17,Bengkulu,provinsi,2023,Komponen pembangunan TIK,international_bandwidth_norm,"Bandwidth internet internasional per pengguna, ternormalisasi",8.03,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000824,17,Bengkulu,provinsi,2023,Komponen pembangunan TIK,mean_years_school_norm,"Rata-rata lama sekolah, ternormalisasi",6.23,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000825,17,Bengkulu,provinsi,2023,Komponen pembangunan TIK,mobile_broadband_norm,"Broadband seluler per 100 penduduk, ternormalisasi",10,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000826,17,Bengkulu,provinsi,2023,Komponen pembangunan TIK,mobile_cellular_norm,"Telepon seluler per 100 penduduk, ternormalisasi",10,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000827,17,Bengkulu,provinsi,2023,Komponen pembangunan TIK,secondary_enrolment_norm,"Partisipasi pendidikan sekunder, ternormalisasi",9.39,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000828,17,Bengkulu,provinsi,2023,Komponen pembangunan TIK,tertiary_enrolment_norm,"Partisipasi pendidikan tinggi, ternormalisasi",3.74,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000829,17,Bengkulu,provinsi,2023,Pembangunan TIK,access_infrastructure_subindex,Subindeks akses dan infrastruktur TIK,6.13,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0000830,17,Bengkulu,provinsi,2023,Pembangunan TIK,ict_development_index,Indeks Pembangunan TIK,6.04,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0000831,17,Bengkulu,provinsi,2023,Pembangunan TIK,skills_proxy_subindex,Subindeks proksi keahlian TIK,6.45,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0000832,17,Bengkulu,provinsi,2023,Pembangunan TIK,use_subindex,Subindeks penggunaan TIK,5.74,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_province_2023_2024
ID-0000833,17,Bengkulu,provinsi,2024,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,65.01,% penduduk dalam kelompok,area,rural,,,id_38_2024,bps_internet_access_history_province_2017_2024
ID-0000834,17,Bengkulu,provinsi,2024,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,70.72,% penduduk dalam kelompok,area,total,,,id_38_2024,bps_internet_access_history_province_2017_2024
ID-0000835,17,Bengkulu,provinsi,2024,Akses internet,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas,81.96,% penduduk dalam kelompok,area,urban,,,id_38_2024,bps_internet_access_history_province_2017_2024
ID-0000836,17,Bengkulu,provinsi,2024,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,88.05,% rumah tangga dalam klasifikasi daerah,area,rural,,,id_38_2024,bps_household_internet
ID-0000837,17,Bengkulu,provinsi,2024,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,90.62,% rumah tangga dalam klasifikasi daerah,area,total,,,id_38_2024,bps_household_internet
ID-0000838,17,Bengkulu,provinsi,2024,Akses rumah tangga,household_internet_pct,Rumah tangga dengan akses internet,95.83,% rumah tangga dalam klasifikasi daerah,area,urban,,,id_38_2024,bps_household_internet
ID-0000839,17,Bengkulu,provinsi,2024,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,67.92,% penduduk dalam kelompok,sex,female,,,id_38_2024,bps_internet_gender_history_province_2018_2024
ID-0000840,17,Bengkulu,provinsi,2024,Kesenjangan gender,internet_access_pct,Akses internet penduduk usia 5 tahun ke atas menurut gender,73.45,% penduduk dalam kelompok,sex,male,,,id_38_2024,bps_internet_gender_history_province_2018_2024
ID-0000841,17,Bengkulu,provinsi,2024,Komponen pembangunan TIK,fixed_broadband_norm,"Broadband tetap per 100 penduduk, ternormalisasi",0.89,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000842,17,Bengkulu,provinsi,2024,Komponen pembangunan TIK,fixed_telephone_norm,"Telepon tetap per 100 penduduk, ternormalisasi",1.74,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000843,17,Bengkulu,provinsi,2024,Komponen pembangunan TIK,household_computer_norm,"Rumah tangga dengan komputer, ternormalisasi",1.98,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000844,17,Bengkulu,provinsi,2024,Komponen pembangunan TIK,household_internet_norm,"Rumah tangga dengan internet, ternormalisasi",9.06,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000845,17,Bengkulu,provinsi,2024,Komponen pembangunan TIK,individual_internet_norm,"Individu pengguna internet, ternormalisasi",7.07,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000846,17,Bengkulu,provinsi,2024,Komponen pembangunan TIK,international_bandwidth_norm,"Bandwidth internet internasional per pengguna, ternormalisasi",8.46,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000847,17,Bengkulu,provinsi,2024,Komponen pembangunan TIK,mean_years_school_norm,"Rata-rata lama sekolah, ternormalisasi",6.27,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000848,17,Bengkulu,provinsi,2024,Komponen pembangunan TIK,mobile_broadband_norm,"Broadband seluler per 100 penduduk, ternormalisasi",10,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000849,17,Bengkulu,provinsi,2024,Komponen pembangunan TIK,mobile_cellular_norm,"Telepon seluler per 100 penduduk, ternormalisasi",10,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000850,17,Bengkulu,provinsi,2024,Komponen pembangunan TIK,secondary_enrolment_norm,"Partisipasi pendidikan sekunder, ternormalisasi",9.48,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000851,17,Bengkulu,provinsi,2024,Komponen pembangunan TIK,tertiary_enrolment_norm,"Partisipasi pendidikan tinggi, ternormalisasi",3.66,poin 0–10,,,,,id_34_papua_aggregated_2023_2024,bps_iptik_normalized_components_province_2023_2024
ID-0000852,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,17.46,% pengguna internet,area,rural,category,buy_goods_services,id_38_2024,bps_internet_purpose
ID-0000853,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,10.32,% pengguna internet,area,rural,category,digital_content_creation,id_38_2024,bps_internet_purpose
ID-0000854,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,6.41,% pengguna internet,area,rural,category,email,id_38_2024,bps_internet_purpose
ID-0000855,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,84.93,% pengguna internet,area,rural,category,entertainment,id_38_2024,bps_internet_purpose
ID-0000856,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,4.55,% pengguna internet,area,rural,category,financial_services,id_38_2024,bps_internet_purpose
ID-0000857,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,21.42,% pengguna internet,area,rural,category,goods_services_information,id_38_2024,bps_internet_purpose
ID-0000858,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,74.99,% pengguna internet,area,rural,category,news_information,id_38_2024,bps_internet_purpose
ID-0000859,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,8.13,% pengguna internet,area,rural,category,online_learning,id_38_2024,bps_internet_purpose
ID-0000860,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,6.91,% pengguna internet,area,rural,category,other,id_38_2024,bps_internet_purpose
ID-0000861,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,4.47,% pengguna internet,area,rural,category,sell_goods_services,id_38_2024,bps_internet_purpose
ID-0000862,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,78.88,% pengguna internet,area,rural,category,social_media,id_38_2024,bps_internet_purpose
ID-0000863,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,1.03,% pengguna internet,area,rural,category,work_from_home,id_38_2024,bps_internet_purpose
ID-0000864,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,21.02,% pengguna internet,area,total,category,buy_goods_services,id_38_2024,bps_internet_purpose
ID-0000865,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,9.21,% pengguna internet,area,total,category,digital_content_creation,id_38_2024,bps_internet_purpose
ID-0000866,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,10.32,% pengguna internet,area,total,category,email,id_38_2024,bps_internet_purpose
ID-0000867,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,84.82,% pengguna internet,area,total,category,entertainment,id_38_2024,bps_internet_purpose
ID-0000868,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,8.4,% pengguna internet,area,total,category,financial_services,id_38_2024,bps_internet_purpose
ID-0000869,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,24.9,% pengguna internet,area,total,category,goods_services_information,id_38_2024,bps_internet_purpose
ID-0000870,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,76.05,% pengguna internet,area,total,category,news_information,id_38_2024,bps_internet_purpose
ID-0000871,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,8.19,% pengguna internet,area,total,category,online_learning,id_38_2024,bps_internet_purpose
ID-0000872,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,5.76,% pengguna internet,area,total,category,other,id_38_2024,bps_internet_purpose
ID-0000873,17,Bengkulu,provinsi,2024,Pemanfaatan internet,percentage_users,Tujuan penggunaan internet,5.06,% pengguna internet,area,total,category,sell_goods_services,id_38_2024,bps_internet_purpose
